article_id,section,slug,title,original_url,snapshot_timestamp,wayback_url
16,KB/buttons,trick-button,An unclickable button,http://www.codeproject.com:80/KB/buttons/trick_button.aspx,20111209163519,https://web.archive.org/web/20111209163519/http://www.codeproject.com:80/KB/buttons/trick_button.aspx
17,KB/buttons,transbuttonnetdemo,Transparent Bitmap Buttons with Alpha-Blended Regions in .NET - CodeProject®,http://www.codeproject.com:80/KB/buttons/TransButtonNetDemo.aspx,20111228071927,https://web.archive.org/web/20111228071927/http://www.codeproject.com:80/KB/buttons/TransButtonNetDemo.aspx
18,KB/buttons,transbuttondemo,Transparent Button with Region and Anti-Aliased Edges - CodeProject®,http://www.codeproject.com:80/KB/buttons/TransButtonDemo.aspx,20111230022312,https://web.archive.org/web/20111230022312/http://www.codeproject.com:80/KB/buttons/TransButtonDemo.aspx
19,KB/buttons,tooltipressourcebutton,Button with ToolTip and/or Bitmap Resource- CodeProject,https://www.codeproject.com/KB/buttons/tooltipressourcebutton.aspx,20241115182858,https://web.archive.org/web/20241115182858/https://www.codeproject.com/KB/buttons/tooltipressourcebutton.aspx
20,KB/buttons,the-new-ribbonmenubutton,Improved and Recoded RibbonMenuButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/The_New_RibbonMenuButton.aspx,20111230010456,https://web.archive.org/web/20111230010456/http://www.codeproject.com:80/KB/buttons/The_New_RibbonMenuButton.aspx
21,KB/buttons,testignore,Test (please ignore),http://www.codeproject.com:80/KB/buttons/TestIgnore.aspx?fid=939946&select=2357635,20080207075615,https://web.archive.org/web/20080207075615/http://www.codeproject.com:80/KB/buttons/TestIgnore.aspx?fid=939946&select=2357635
22,KB/buttons,templatedpleasewaitbutton,"A templated PleaseWait button, and introduction to template controls",http://www.codeproject.com:80/KB/buttons/TemplatedPleaseWaitButton.aspx,20111208114820,https://web.archive.org/web/20111208114820/http://www.codeproject.com:80/KB/buttons/TemplatedPleaseWaitButton.aspx
23,KB/buttons,temperature-conversion,My First GUI program - CodeProject®,http://www.codeproject.com:80/KB/buttons/Temperature_conversion.aspx,20120120015508,https://web.archive.org/web/20120120015508/http://www.codeproject.com:80/KB/buttons/Temperature_conversion.aspx
24,KB/buttons,stickysnapcontrols,Sticky Snap-to-Center Controls,http://www.codeproject.com:80/KB/buttons/StickySnapControls.aspx,20111209154857,https://web.archive.org/web/20111209154857/http://www.codeproject.com:80/KB/buttons/StickySnapControls.aspx
25,KB/buttons,start,Move Start Button,http://www.codeproject.com:80/KB/buttons/Start.aspx,20111214063508,https://web.archive.org/web/20111214063508/http://www.codeproject.com:80/KB/buttons/Start.aspx
26,KB/buttons,springbutton,SpringButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/springbutton.aspx,20111228073709,https://web.archive.org/web/20111228073709/http://www.codeproject.com:80/KB/buttons/springbutton.aspx
27,KB/buttons,splitbutton1,"SplitButton a .NET WinForm control, Part 1 - CodeProject®",http://www.codeproject.com:80/KB/buttons/SplitButton1.aspx,20111230010450,https://web.archive.org/web/20111230010450/http://www.codeproject.com:80/KB/buttons/SplitButton1.aspx
28,KB/buttons,splitbutton,SplitButton: an XP style dropdown split button- CodeProject,https://www.codeproject.com/KB/buttons/SplitButton.aspx,20241113220429,https://web.archive.org/web/20241113220429/https://www.codeproject.com/KB/buttons/SplitButton.aspx
29,KB/buttons,skincontrol,"SkinControls: Button, CheckBox and RadioButton controls with built-in styles- CodeProject",https://www.codeproject.com/KB/buttons/skincontrol.aspx,20250319201223,https://web.archive.org/web/20250319201223/https://www.codeproject.com/KB/buttons/skincontrol.aspx
30,KB/buttons,simpleaquabutton,A Simple AquaButton- CodeProject,https://www.codeproject.com/KB/buttons/simpleaquabutton.aspx,20241115023041,https://web.archive.org/web/20241115023041/https://www.codeproject.com/KB/buttons/simpleaquabutton.aspx
31,KB/buttons,shineorbbutton,A shiny orb button in GDI+ - CodeProject®,http://www.codeproject.com:80/KB/buttons/shineorbbutton.aspx,20111229182938,https://web.archive.org/web/20111229182938/http://www.codeproject.com:80/KB/buttons/shineorbbutton.aspx
32,KB/buttons,sbbutton,SBButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/SBButton.aspx,20111229203449,https://web.archive.org/web/20111229203449/http://www.codeproject.com:80/KB/buttons/SBButton.aspx
33,KB/buttons,sample-articles,sample articles,http://www.codeproject.com:80/KB/buttons/sample_articles.aspx,20080129184039,https://web.archive.org/web/20080129184039/http://www.codeproject.com:80/KB/buttons/sample_articles.aspx
34,KB/buttons,roundbuttons,Round Buttons - CodeProject®,http://www.codeproject.com:80/KB/buttons/roundbuttons.aspx,20111230005331,https://web.archive.org/web/20111230005331/http://www.codeproject.com:80/KB/buttons/roundbuttons.aspx
35,KB/buttons,roundbutton-csharp,Round Button in C# - CodeProject®,http://www.codeproject.com:80/KB/buttons/RoundButton_csharp.aspx,20111230022307,https://web.archive.org/web/20111230022307/http://www.codeproject.com:80/KB/buttons/RoundButton_csharp.aspx
36,KB/buttons,roundbutton,RoundButton Windows Control - Ever Decreasing Circles- CodeProject,https://www.codeproject.com/KB/buttons/RoundButton.aspx,20250318041547,https://web.archive.org/web/20250318041547/https://www.codeproject.com/KB/buttons/RoundButton.aspx
37,KB/buttons,rolloverbutton,A Button with Rollover Behavior using C++- CodeProject,https://www.codeproject.com/KB/buttons/rolloverbutton.aspx,20250326202658,https://web.archive.org/web/20250326202658/https://www.codeproject.com/KB/buttons/rolloverbutton.aspx
38,KB/buttons,resourcestrings,Organizing Resource Strings,http://www.codeproject.com:80/KB/buttons/ResourceStrings.aspx,20080917200710,https://web.archive.org/web/20080917200710/http://www.codeproject.com:80/KB/buttons/ResourceStrings.aspx
39,KB/buttons,repeatbutton,Simple Auto-Repeat (Fire Control) Button Control - CodeProject®,http://www.codeproject.com:80/KB/buttons/repeatbutton.aspx,20111229200526,https://web.archive.org/web/20111229200526/http://www.codeproject.com:80/KB/buttons/repeatbutton.aspx
40,KB/buttons,pushmenubutton,Cool Push Menu Button,http://www.codeproject.com:80/KB/buttons/pushmenubutton.aspx,20111208192617,https://web.archive.org/web/20111208192617/http://www.codeproject.com:80/KB/buttons/pushmenubutton.aspx
41,KB/buttons,pulsebutton,Pulse Button- CodeProject,https://www.codeproject.com/KB/buttons/PulseButton.aspx,20241113142745,https://web.archive.org/web/20241113142745/https://www.codeproject.com/KB/buttons/PulseButton.aspx
42,KB/buttons,polybtn,"PolyBtn, a polygon button class",http://www.codeproject.com:80/KB/buttons/polybtn.aspx,20111214062700,https://web.archive.org/web/20111214062700/http://www.codeproject.com:80/KB/buttons/polybtn.aspx
43,KB/buttons,pocketpccolourbtn,Color Button for the .NET Compact Framework,http://www.codeproject.com:80/KB/buttons/PocketPCColourBtn.aspx,20111010133359,https://web.archive.org/web/20111010133359/http://www.codeproject.com:80/KB/buttons/PocketPCColourBtn.aspx
44,KB/buttons,office-2010-button,Office 2010 Button - CodeProject®,http://www.codeproject.com:80/KB/buttons/Office_2010_Button.aspx,20111230012410,https://web.archive.org/web/20111230012410/http://www.codeproject.com:80/KB/buttons/Office_2010_Button.aspx
45,KB/buttons,odib,Owner-draw icon buttons in plain C (no MFC) - CodeProject®,http://www.codeproject.com:80/KB/buttons/odib.aspx,20111221025407,https://web.archive.org/web/20111221025407/http://www.codeproject.com:80/KB/buttons/odib.aspx
46,KB/buttons,oddbutton,COddButton- CodeProject,https://www.codeproject.com/KB/buttons/oddbutton.aspx,20241122065535,https://web.archive.org/web/20241122065535/https://www.codeproject.com/KB/buttons/oddbutton.aspx
47,KB/buttons,odbasebtn,Owner Draw Button Helper Class - CodeProject®,http://www.codeproject.com:80/KB/buttons/ODBaseBtn.aspx,20111221034755,https://web.archive.org/web/20111221034755/http://www.codeproject.com:80/KB/buttons/ODBaseBtn.aspx
48,KB/buttons,od-buttons,Owner-draw button - CodeProject®,http://www.codeproject.com:80/KB/buttons/od_buttons.aspx,20111230033944,https://web.archive.org/web/20111230033944/http://www.codeproject.com:80/KB/buttons/od_buttons.aspx
49,KB/buttons,nsbutton,NSButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/NSButton.aspx,20111229184846,https://web.archive.org/web/20111229184846/http://www.codeproject.com:80/KB/buttons/NSButton.aspx
50,KB/buttons,noflicker,Flicker free resizable custom control,http://www.codeproject.com:80/KB/buttons/NoFlicker.aspx,20111214095157,https://web.archive.org/web/20111214095157/http://www.codeproject.com:80/KB/buttons/NoFlicker.aspx
51,KB/buttons,netimagebutton,WinForm ImageButton,http://www.codeproject.com:80/KB/buttons/netimagebutton.aspx,20111214095202,https://web.archive.org/web/20111214095202/http://www.codeproject.com:80/KB/buttons/netimagebutton.aspx
52,KB/buttons,ndturllinkbutton,CURLLinkButton - Customizable Hyperlink Control- CodeProject,https://www.codeproject.com/KB/buttons/NdtURLLinkButton.aspx,20250318130009,https://web.archive.org/web/20250318130009/https://www.codeproject.com/KB/buttons/NdtURLLinkButton.aspx
53,KB/buttons,nativewin32xpthemes,Native Win32 Theme aware Owner-draw Controls without MFC- CodeProject,https://www.codeproject.com/KB/buttons/nativewin32xpthemes.aspx,20250516174539,https://web.archive.org/web/20250516174539/https://www.codeproject.com/KB/buttons/nativewin32xpthemes.aspx
54,KB/buttons,multithreadui,Accessing Windows Forms Controls across Threads - CodeProject®,http://www.codeproject.com:80/KB/buttons/MultiThreadUI.aspx?msg=4060696#xx4060696xx,20111225111420,https://web.archive.org/web/20111225111420/http://www.codeproject.com:80/KB/buttons/MultiThreadUI.aspx?msg=4060696#xx4060696xx
55,KB/buttons,multigradbuttonasp,A Multi Gradient Button - CodeProject®,http://www.codeproject.com:80/KB/buttons/multigradbuttonasp.aspx,20120106152626,https://web.archive.org/web/20120106152626/http://www.codeproject.com:80/KB/buttons/multigradbuttonasp.aspx
56,KB/buttons,mirzaxbutton,XButton control for .NET - CodeProject®,http://www.codeproject.com:80/KB/buttons/MirzaXButton.aspx,20111229195907,https://web.archive.org/web/20111229195907/http://www.codeproject.com:80/KB/buttons/MirzaXButton.aspx
57,KB/buttons,mgxpimagebutton,Images on XP-Style Buttons - CodeProject®,http://www.codeproject.com:80/KB/buttons/MgXpImageButton.aspx,20111229181738,https://web.archive.org/web/20111229181738/http://www.codeproject.com:80/KB/buttons/MgXpImageButton.aspx
58,KB/buttons,mfc2ocx,Creating an ActiveX button from a MFC owner-draw button - CodeProject®,http://www.codeproject.com:80/KB/buttons/mfc2ocx.aspx?fid=3746&df=90&mpp=10&noise=3&prof=True&sort=Position&view=Quick&fr=11,20120122053735,https://web.archive.org/web/20120122053735/http://www.codeproject.com:80/KB/buttons/mfc2ocx.aspx?fid=3746&df=90&mpp=10&noise=3&prof=True&sort=Position&view=Quick&fr=11
59,KB/buttons,mehbutton,A Managed C++ Button Control,http://www.codeproject.com:80/KB/buttons/mehButton.aspx,20111209174719,https://web.archive.org/web/20111209174719/http://www.codeproject.com:80/KB/buttons/mehButton.aspx
60,KB/buttons,mediabutton,Media Button: An animated WMC style button control,http://www.codeproject.com:80/KB/buttons/MediaButton.aspx,20111210211634,https://web.archive.org/web/20111210211634/http://www.codeproject.com:80/KB/buttons/MediaButton.aspx
61,KB/buttons,maxiimagebutton,"Extend ImageButton with background, hover, click images and embedded text inside.",http://www.codeproject.com:80/KB/buttons/MaxiImageButton.aspx,20090404043054,https://web.archive.org/web/20090404043054/http://www.codeproject.com:80/KB/buttons/MaxiImageButton.aspx
62,KB/buttons,ledbutton,LedButton Status Control (Owner-draw),http://www.codeproject.com:80/KB/buttons/LedButton.aspx,20111214110152,https://web.archive.org/web/20111214110152/http://www.codeproject.com:80/KB/buttons/LedButton.aspx
63,KB/buttons,ledbulb,A Simple Vector-Based LED User Control - CodeProject®,http://www.codeproject.com:80/KB/buttons/LEDBulb.aspx,20111221034749,https://web.archive.org/web/20111221034749/http://www.codeproject.com:80/KB/buttons/LEDBulb.aspx
64,KB/buttons,jpenhancedxpbutton,Enhanced XP Button,http://www.codeproject.com:80/KB/buttons/JPEnhancedXPButton.aspx,20111210122439,https://web.archive.org/web/20111210122439/http://www.codeproject.com:80/KB/buttons/JPEnhancedXPButton.aspx
65,KB/buttons,javaflashlikebutton,Changing button images on the fly,http://www.codeproject.com:80/KB/buttons/JavaFlashLikeButton.aspx,20111214073200,https://web.archive.org/web/20111214073200/http://www.codeproject.com:80/KB/buttons/JavaFlashLikeButton.aspx
66,KB/buttons,irregular-buttons,Irregular shaped buttons – owner drawn buttons made easy - CodeProject®,http://www.codeproject.com:80/KB/buttons/irregular_buttons.aspx,20111228055042,https://web.archive.org/web/20111228055042/http://www.codeproject.com:80/KB/buttons/irregular_buttons.aspx
67,KB/buttons,interactive-buttons,Building Interactive Buttons - CodeProject®,http://www.codeproject.com:80/KB/buttons/Interactive_Buttons.aspx,20111229184841,https://web.archive.org/web/20111229184841/http://www.codeproject.com:80/KB/buttons/Interactive_Buttons.aspx
68,KB/buttons,importantfeatureofcs,Important Feature of C#,http://www.codeproject.com:80/KB/buttons/ImportantFeatureOfCS.aspx?msg=3778302#xx3778302xx,20110223151537,https://web.archive.org/web/20110223151537/http://www.codeproject.com:80/KB/buttons/ImportantFeatureOfCS.aspx?msg=3778302#xx3778302xx
69,KB/buttons,imagebuttonwithstyle,CImageButtonWithStyle - Buttons using Images with XP Visual Styles,http://www.codeproject.com:80/KB/buttons/imagebuttonwithstyle.aspx,20111210035650,https://web.archive.org/web/20111210035650/http://www.codeproject.com:80/KB/buttons/imagebuttonwithstyle.aspx
70,KB/buttons,imagebutton,Image Button and Simulate Windows Media Player UI - CodeProject®,http://www.codeproject.com:80/KB/buttons/ImageButton.aspx,20111230022302,https://web.archive.org/web/20111230022302/http://www.codeproject.com:80/KB/buttons/ImageButton.aspx
71,KB/buttons,image-button,Image Button Base - CodeProject®,http://www.codeproject.com:80/KB/buttons/Image_Button.aspx,20111222012639,https://web.archive.org/web/20111222012639/http://www.codeproject.com:80/KB/buttons/Image_Button.aspx
72,KB/buttons,iconits,Iconits,http://www.codeproject.com:80/KB/buttons/Iconits.aspx,20111209022035,https://web.archive.org/web/20111209022035/http://www.codeproject.com:80/KB/buttons/Iconits.aspx
73,KB/buttons,iconbutton,CButton with icon,http://www.codeproject.com:80/KB/buttons/iconbutton.aspx,20100612084846,https://web.archive.org/web/20100612084846/http://www.codeproject.com:80/KB/buttons/iconbutton.aspx
74,KB/buttons,hyperlink,CHyperLink: a simple MFC HyperLink button class with any size 32bpp icons support - CodeProject®,http://www.codeproject.com:80/KB/buttons/HyperLink.aspx,20120101134022,https://web.archive.org/web/20120101134022/http://www.codeproject.com:80/KB/buttons/HyperLink.aspx
75,KB/buttons,hyperbuttonex,HyperButtonEx: An All-in-One Button Class - CodeProject®,http://www.codeproject.com:80/KB/buttons/HyperButtonEx.aspx,20111230031914,https://web.archive.org/web/20111230031914/http://www.codeproject.com:80/KB/buttons/HyperButtonEx.aspx
76,KB/buttons,hoverbuttonex,Moveable \ Resizable Runtime Hover Buttons with ToolTips - CodeProject®,http://www.codeproject.com:80/KB/buttons/hoverbuttonex.aspx,20111221030817,https://web.archive.org/web/20111221030817/http://www.codeproject.com:80/KB/buttons/hoverbuttonex.aspx
77,KB/buttons,hoverbutton,CHoverButton - A simple hoverbutton with one bitmap and a tooltip - CodeProject®,http://www.codeproject.com:80/KB/buttons/hoverbutton.aspx,20111231053508,https://web.archive.org/web/20111231053508/http://www.codeproject.com:80/KB/buttons/hoverbutton.aspx
78,KB/buttons,hotspot,The Hot Spot .NET Control,http://www.codeproject.com:80/KB/buttons/hotspot.aspx,20110829075015,https://web.archive.org/web/20110829075015/http://www.codeproject.com:80/KB/buttons/hotspot.aspx
79,KB/buttons,hotkeycontrol,A simple hotkey selection control for .NET,http://www.codeproject.com:80/KB/buttons/hotkeycontrol.aspx,20111128082900,https://web.archive.org/web/20111128082900/http://www.codeproject.com:80/KB/buttons/hotkeycontrol.aspx
80,KB/buttons,helpbtnemulation,Help Button Emulation,http://www.codeproject.com:80/KB/buttons/HelpBtnEmulation.aspx,20111214070421,https://web.archive.org/web/20111214070421/http://www.codeproject.com:80/KB/buttons/HelpBtnEmulation.aspx
81,KB/buttons,groupcontrol,GroupControl- CodeProject,https://www.codeproject.com/KB/buttons/groupcontrol.aspx,20241119042913,https://web.archive.org/web/20241119042913/https://www.codeproject.com/KB/buttons/groupcontrol.aspx
82,KB/buttons,groupcheck123,CGroupCheck - Checkbox associated with a groupbox- CodeProject,https://www.codeproject.com/KB/buttons/groupcheck123.aspx,20241119042914,https://web.archive.org/web/20241119042914/https://www.codeproject.com/KB/buttons/groupcheck123.aspx
83,KB/buttons,gmail-style-buttons,Gmail custom Buttons,http://www.codeproject.com:80/KB/buttons/gmail_style_buttons.aspx,20090415060151,https://web.archive.org/web/20090415060151/http://www.codeproject.com:80/KB/buttons/gmail_style_buttons.aspx
84,KB/buttons,glowbutton,GlowButton - A Glowing Button Control - CodeProject®,http://www.codeproject.com:80/KB/buttons/GlowButton.aspx,20111229204123,https://web.archive.org/web/20111229204123/http://www.codeproject.com:80/KB/buttons/GlowButton.aspx
85,KB/buttons,glassbutton,Creating a Glass Button using GDI+ - CodeProject®,http://www.codeproject.com:80/KB/buttons/glassbutton.aspx,20111225230553,https://web.archive.org/web/20111225230553/http://www.codeproject.com:80/KB/buttons/glassbutton.aspx
86,KB/buttons,glabel,gLabel - Custom Label with Special Effects (VB.NET) - CodeProject®,http://www.codeproject.com/KB/buttons/gLabel.aspx,20120106074921,https://web.archive.org/web/20120106074921/http://www.codeproject.com/KB/buttons/gLabel.aspx
87,KB/buttons,generic-commandlink,Yet Another Vista-Style CommandLink - CodeProject®,http://www.codeproject.com:80/KB/buttons/generic-commandlink.aspx,20111219054057,https://web.archive.org/web/20111219054057/http://www.codeproject.com:80/KB/buttons/generic-commandlink.aspx
88,KB/buttons,gdipbutton,"A user draw button that supports PNG files with transparency, for Visual C++ 6.0 and VS2005- CodeProject",https://www.codeproject.com/KB/buttons/GdipButton.aspx,20241114231620,https://web.archive.org/web/20241114231620/https://www.codeproject.com/KB/buttons/GdipButton.aspx
89,KB/buttons,fxbutton,FxButton Class - CodeProject®,http://www.codeproject.com:80/KB/buttons/fxbutton.aspx,20111229200521,https://web.archive.org/web/20111229200521/http://www.codeproject.com:80/KB/buttons/fxbutton.aspx
90,KB/buttons,fsplitbutton,A Fully Characterized SplitButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/FSplitButton.aspx,20111230022257,https://web.archive.org/web/20111230022257/http://www.codeproject.com:80/KB/buttons/FSplitButton.aspx
91,KB/buttons,foobutton,FooButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/FooButton.aspx,20111230045533,https://web.archive.org/web/20111230045533/http://www.codeproject.com:80/KB/buttons/FooButton.aspx
92,KB/buttons,foldgroup,CGroup - A Powerful Group Control- CodeProject,https://www.codeproject.com/KB/buttons/foldgroup.aspx,20241119042913,https://web.archive.org/web/20241119042913/https://www.codeproject.com/KB/buttons/foldgroup.aspx
93,KB/buttons,fexiarticle,CFlexiButton Class,http://www.codeproject.com:80/KB/buttons/FexiArticle.aspx,20111214072411,https://web.archive.org/web/20111214072411/http://www.codeproject.com:80/KB/buttons/FexiArticle.aspx
94,KB/buttons,enhanced-glassbutton,Enhanced GlassButton using GDI+ - CodeProject®,http://www.codeproject.com:80/KB/buttons/Enhanced_GlassButton.aspx,20111228194731,https://web.archive.org/web/20111228194731/http://www.codeproject.com:80/KB/buttons/Enhanced_GlassButton.aspx
95,KB/buttons,enablegroupboxcontrols,EnableGroupboxControls - a non-MFC function to enable or disable all the controls within a groupbox - CodeProject®,http://www.codeproject.com:80/KB/buttons/EnableGroupboxControls.aspx,20120119093421,https://web.archive.org/web/20120119093421/http://www.codeproject.com:80/KB/buttons/EnableGroupboxControls.aspx
96,KB/buttons,ellipticbuttons,Elliptic Buttons,http://www.codeproject.com:80/KB/buttons/ellipticbuttons.aspx,20111209163514,https://web.archive.org/web/20111209163514/http://www.codeproject.com:80/KB/buttons/ellipticbuttons.aspx
97,KB/buttons,easytransparentbut,An easy way to create transparent button - CodeProject®,http://www.codeproject.com:80/KB/buttons/EasyTransparentBut.aspx,20111221025357,https://web.archive.org/web/20111221025357/http://www.codeproject.com:80/KB/buttons/EasyTransparentBut.aspx
98,KB/buttons,dynamicbuttonsfcncall,Dynamic button function call: alternative for BEGIN_MESSAGE_MAP,http://www.codeproject.com:80/KB/buttons/DynamicButtonsFcnCall.aspx,20111009123313,https://web.archive.org/web/20111009123313/http://www.codeproject.com:80/KB/buttons/DynamicButtonsFcnCall.aspx
99,KB/buttons,doubleclick,Getting BN_DOUBLECLICK to work for buttons - CodeProject®,http://www.codeproject.com:80/KB/buttons/doubleclick.aspx,20111219054052,https://web.archive.org/web/20111219054052/http://www.codeproject.com:80/KB/buttons/doubleclick.aspx
100,KB/buttons,databasesecuritytesting,Database Security Testing In the Light of SQL Injection Attack,http://www.codeproject.com:80/KB/buttons/DatabaseSecurityTesting.aspx,20111009123304,https://web.archive.org/web/20111009123304/http://www.codeproject.com:80/KB/buttons/DatabaseSecurityTesting.aspx
101,KB/buttons,dagellipticbutton,An elliptical button class with bitmap,http://www.codeproject.com:80/KB/buttons/DagEllipticButton.aspx,20111211004848,https://web.archive.org/web/20111211004848/http://www.codeproject.com:80/KB/buttons/DagEllipticButton.aspx
102,KB/buttons,cyclebutton,Cycle Choice Button,http://www.codeproject.com:80/KB/buttons/CycleButton.aspx,20111214065757,https://web.archive.org/web/20111214065757/http://www.codeproject.com:80/KB/buttons/CycleButton.aspx
103,KB/buttons,cxskinbutton,CxSkinButton- CodeProject,https://www.codeproject.com/KB/buttons/cxskinbutton.aspx,20241206170600,https://web.archive.org/web/20241206170600/https://www.codeproject.com/KB/buttons/cxskinbutton.aspx
104,KB/buttons,cxshadebutton,CxShadeButton - CodeProject®,http://www.codeproject.com:80/KB/buttons/cxshadebutton.aspx,20111225041146,https://web.archive.org/web/20111225041146/http://www.codeproject.com:80/KB/buttons/cxshadebutton.aspx
105,KB/buttons,cxpstylebuttonst,CXPStyleButtonST v1.2 - CodeProject®,http://www.codeproject.com:80/KB/buttons/cxpstylebuttonst.aspx,20111230010501,https://web.archive.org/web/20111230010501/http://www.codeproject.com:80/KB/buttons/cxpstylebuttonst.aspx
106,KB/buttons,cwinxpbuttonst,CWinXPButtonST- CodeProject,https://www.codeproject.com/KB/buttons/cwinxpbuttonst.aspx,20241125090137,https://web.archive.org/web/20241125090137/https://www.codeproject.com/KB/buttons/cwinxpbuttonst.aspx
107,KB/buttons,cwbbutton,CWBButton - Resizable Bitmap Button - CodeProject®,http://www.codeproject.com:80/KB/buttons/cwbbutton.aspx,20111221030812,https://web.archive.org/web/20111221030812/http://www.codeproject.com:80/KB/buttons/cwbbutton.aspx
108,KB/buttons,custombuttons,Custom Draw Buttons & A Smarter Groupbox - CodeProject®,http://www.codeproject.com:80/KB/buttons/custombuttons.aspx,20111225041141,https://web.archive.org/web/20111225041141/http://www.codeproject.com:80/KB/buttons/custombuttons.aspx
109,KB/buttons,custombitmapbuttondemo,CCustomBitmapButton - MFC Bitmap Button- CodeProject,https://www.codeproject.com/KB/buttons/CustomBitmapButtonDemo.aspx,20241125195042,https://web.archive.org/web/20241125195042/https://www.codeproject.com/KB/buttons/CustomBitmapButtonDemo.aspx
110,KB/buttons,csrainbowbutton,Rainbow Button,http://www.codeproject.com:80/KB/buttons/csrainbowbutton.aspx,20111214072415,https://web.archive.org/web/20111214072415/http://www.codeproject.com:80/KB/buttons/csrainbowbutton.aspx
111,KB/buttons,cshadebuttonst,CShadeButtonST - CodeProject®,http://www.codeproject.com:80/KB/buttons/cshadebuttonst.aspx,20111221040715,https://web.archive.org/web/20111221040715/http://www.codeproject.com:80/KB/buttons/cshadebuttonst.aspx
112,KB/buttons,csautorepeatbutton,.NET port of Joe's AutoRepeat Button class,http://www.codeproject.com:80/KB/buttons/csautorepeatbutton.aspx,20111209024001,https://web.archive.org/web/20111209024001/http://www.codeproject.com:80/KB/buttons/csautorepeatbutton.aspx
